['G51', 'G48', 'G33', 'G21', 'G19', 'G14', 'G73', 'G66'];;X;Y;X1;Y1
V10;;744648,4351;6944171,162;744648,4497;6944171,232
V11;;744775,9767;6944099,915;744776,0061;6944099,946
V12;;744851,9341;6943999,321;744851,9517;6943999,337
V13;;744958,571;6944107,757;744958,6138;6944107,754
V14;;744983,8495;6944177,182;744983,8694;6944177,169
V15;;744873,2027;6944252,735;744873,2112;6944252,756
V16;;744961,3697;6944365,317;744961,3927;6944365,329
V17;;744895,9043;6944433,29;744895,9053;6944433,308
V18;;745027,9636;6944505,264;745027,9742;6944505,255
V19;;744947,5361;6944568,04;744947,5341;6944568,059
V20;;744909,3731;6944668,251;744909,3748;6944668,278
V21;;744850,3736;6944703,998;744850,3571;6944704,026
V22;;744801,2793;6944637,614;744801,2928;6944637,669
V23;;744715,7968;6944606,102;744715,8142;6944606,16
V24;;744710,6599;6944516,868;744710,6729;6944516,927
V25;;744799,7123;6944440,584;744799,7232;6944440,624
V26;;744659,6331;6944369,936;744659,6545;6944369,991
V27;;744601,7889;6944461,985;744603,0966;6944461,605
V28;;744704,4825;6944714,323;744704,4781;6944714,369
V29;;744692,8749;6944781,464;744692,875;6944781,506
V30;;744591,9232;6944851,071;744591,909;6944851,045
V31;;744387,3607;6944783,035;744387,361;6944782,996
V32;;744500,9963;6944802,772;744500,9932;6944802,758
V33;;744566,6272;6944688,755;744566,6149;6944688,784
V34;;744477,3563;6944739,331;744477,1801;6944739,488
['G52', 'G45', 'G32', 'G21', 'G17', 'G79', 'G73', 'G64'];;;;;
V1;;744489,6778;6944624,944;744489,6758;6944624,956
V2;;744358,7474;6944595,226;744358,736;6944595,225
V3;;744292,6554;6944529,714;744292,6446;6944529,697
V4;;744379,7125;6944471,753;744379,6964;6944471,762
V5;;744375,6138;6944361,063;744375,6141;6944361,106
V6;;744365,4905;6944281,741;744365,4823;6944281,783
V7;;744506,2457;6944317,488;744506,248;6944317,532
V8;;744640,4763;6944241,532;744640,5095;6944241,599
V9;;744709,3948;6944282,432;744709,4169;6944282,495
V10;;744648,4225;6944171,163;744648,4497;6944171,232
V11;;744775,9671;6944099,914;744776,0061;6944099,946
V12;;744851,9261;6943999,317;744851,9517;6943999,337
V13;;744958,5667;6944107,754;744958,6138;6944107,754
V14;;744983,8466;6944177,181;744983,8694;6944177,169
V15;;744873,1974;6944252,737;744873,2112;6944252,756
V16;;744961,368;6944365,321;744961,3927;6944365,329
V17;;744895,9012;6944433,297;744895,9053;6944433,308
V18;;745027,9651;6944505,271;745027,9742;6944505,255
V19;;744947,5356;6944568,049;744947,5341;6944568,059
V20;;744909,3723;6944668,263;744909,3748;6944668,278
V21;;744850,3717;6944704,012;744850,3571;6944704,026
V22;;744801,2753;6944637,627;744801,2928;6944637,669
V23;;744715,7903;6944606,115;744715,8142;6944606,16
V24;;744710,6524;6944516,879;744710,6729;6944516,927
V25;;744799,7064;6944440,592;744799,7232;6944440,624
V26;;744659,6228;6944369,943;744659,6545;6944369,991
V27;;744601,778;6944461,995;744603,0966;6944461,605
V28;;744704,4768;6944714,339;744704,4781;6944714,369
V29;;744692,8696;6944781,482;744692,875;6944781,506
V30;;744591,9168;6944851,093;744591,909;6944851,045
V31;;744387,3482;6944783,058;744387,361;6944782,996
V32;;744500,9859;6944802,792;744500,9932;6944802,758
V33;;744566,6174;6944688,772;744566,6149;6944688,784
V34;;744477,3448;6944739,35;744477,1801;6944739,488
['G53', 'G48', 'G32', 'G24', 'G19', 'G14', 'G73', 'G64'];;;;;
V1;;744489,7054;6944624,92;744489,6758;6944624,956
V2;;744358,7853;6944595,201;744358,736;6944595,225
V3;;744292,6998;6944529,693;744292,6446;6944529,697
V4;;744379,7515;6944471,738;744379,6964;6944471,762
V5;;744375,6551;6944361,056;744375,6141;6944361,106
V6;;744365,534;6944281,739;744365,4823;6944281,783
V7;;744506,2777;6944317,487;744506,248;6944317,532
V8;;744640,5022;6944241,541;744640,5095;6944241,599
V9;;744709,4146;6944282,44;744709,4169;6944282,495
V10;;744648,4495;6944171,178;744648,4497;6944171,232
V11;;744775,9862;6944099,937;744776,0061;6944099,946
V12;;744851,9411;6943999,35;744851,9517;6943999,337
V13;;744958,5716;6944107,781;744958,6138;6944107,754
V14;;744983,8479;6944177,203;744983,8694;6944177,169
V15;;744873,2051;6944252,751;744873,2112;6944252,756
V16;;744961,3663;6944365,329;744961,3927;6944365,329
V17;;744895,903;6944433,298;744895,9053;6944433,308
V18;;745027,955;6944505,271;745027,9742;6944505,255
V19;;744947,5305;6944568,042;744947,5341;6944568,059
V20;;744909,3678;6944668,248;744909,3748;6944668,278
V21;;744850,3705;6944703,992;744850,3571;6944704,026
V22;;744801,2795;6944637,61;744801,2928;6944637,669
V23;;744715,8015;6944606,098;744715,8142;6944606,16
V24;;744710,6662;6944516,869;744710,6729;6944516,927
V25;;744799,7156;6944440,59;744799,7232;6944440,624
V26;;744659,644;6944369,943;744659,6545;6944369,991
V27;;744601,801;6944461,987;744603,0966;6944461,605
V28;;744704,486;6944714,314;744704,4781;6944714,369
V29;;744692,8779;6944781,452;744692,875;6944781,506
V30;;744591,9294;6944851,055;744591,909;6944851,045
V31;;744387,3774;6944783,019;744387,361;6944782,996
V32;;744501,008;6944802,756;744500,9932;6944802,758
V33;;744566,6376;6944688,745;744566,6149;6944688,784
V34;;744477,3701;6944739,318;744477,1801;6944739,488
['G49', 'G56', 'G31', 'G23', 'G16', 'G79', 'G68', 'G64'];;;;;
V1;;744489,6914;6944624,913;744489,6758;6944624,956
V2;;744358,7683;6944595,191;744358,736;6944595,225
V3;;744292,6822;6944529,68;744292,6446;6944529,697
V4;;744379,7373;6944471,726;744379,6964;6944471,762
V5;;744375,6428;6944361,042;744375,6141;6944361,106
V6;;744365,5229;6944281,722;744365,4823;6944281,783
V7;;744506,2697;6944317,474;744506,248;6944317,532
V8;;744640,4999;6944241,527;744640,5095;6944241,599
V9;;744709,4134;6944282,429;744709,4169;6944282,495
V10;;744648,4488;6944171,162;744648,4497;6944171,232
V11;;744775,9903;6944099,922;744776,0061;6944099,946
V12;;744851,9491;6943999,334;744851,9517;6943999,337
V13;;744958,5805;6944107,77;744958,6138;6944107,754
V14;;744983,8561;6944177,195;744983,8694;6944177,169
V15;;744873,2088;6944252,742;744873,2112;6944252,756
V16;;744961,3703;6944365,325;744961,3927;6944365,329
V17;;744895,9039;6944433,294;744895,9053;6944433,308
V18;;745027,958;6944505,271;745027,9742;6944505,255
V19;;744947,5303;6944568,042;744947,5341;6944568,059
V20;;744909,3646;6944668,25;744909,3748;6944668,278
V21;;744850,3649;6944703,994;744850,3571;6944704,026
V22;;744801,2739;6944637,61;744801,2928;6944637,669
V23;;744715,7941;6944606,095;744715,8142;6944606,16
V24;;744710,6604;6944516,864;744710,6729;6944516,927
V25;;744799,7138;6944440,584;744799,7232;6944440,624
V26;;744659,6397;6944369,933;744659,6545;6944369,991
V27;;744601,7932;6944461,978;744603,0966;6944461,605
V28;;744704,4761;6944714,314;744704,4781;6944714,369
V29;;744692,8664;6944781,453;744692,875;6944781,506
V30;;744591,9133;6944851,058;744591,909;6944851,045
V31;;744387,357;6944783,017;744387,361;6944782,996
V32;;744500,9908;6944802,754;744500,9932;6944802,758
V33;;744566,6244;6944688,742;744566,6149;6944688,784
V34;;744477,3534;6944739,314;744477,1801;6944739,488
['G52', 'G48', 'G30', 'G22', 'G20', 'G80', 'G68', 'G63'];;;;;
V1;;744489,698;6944624,905;744489,6758;6944624,956
V2;;744358,7774;6944595,183;744358,736;6944595,225
V3;;744292,6928;6944529,672;744292,6446;6944529,697
V4;;744379,7464;6944471,719;744379,6964;6944471,762
V5;;744375,6522;6944361,036;744375,6141;6944361,106
V6;;744365,5326;6944281,718;744365,4823;6944281,783
V7;;744506,2767;6944317,47;744506,248;6944317,532
V8;;744640,5051;6944241,526;744640,5095;6944241,599
V9;;744709,4172;6944282,427;744709,4169;6944282,495
V10;;744648,4542;6944171,163;744648,4497;6944171,232
V11;;744775,9935;6944099,924;744776,0061;6944099,946
V12;;744851,951;6943999,338;744851,9517;6943999,337
V13;;744958,5803;6944107,773;744958,6138;6944107,754
V14;;744983,8551;6944177,196;744983,8694;6944177,169
V15;;744873,2095;6944252,742;744873,2112;6944252,756
V16;;744961,369;6944365,323;744961,3927;6944365,329
V17;;744895,9037;6944433,291;744895,9053;6944433,308
V18;;745027,955;6944505,267;745027,9742;6944505,255
V19;;744947,5287;6944568,036;744947,5341;6944568,059
V20;;744909,3634;6944668,242;744909,3748;6944668,278
V21;;744850,3646;6944703,986;744850,3571;6944704,026
V22;;744801,2748;6944637,602;744801,2928;6944637,669
V23;;744715,7966;6944606,088;744715,8142;6944606,16
V24;;744710,6633;6944516,858;744710,6729;6944516,927
V25;;744799,7154;6944440,58;744799,7232;6944440,624
V26;;744659,6441;6944369,93;744659,6545;6944369,991
V27;;744601,7983;6944461,973;744603,0966;6944461,605
V28;;744704,4784;6944714,304;744704,4781;6944714,369
V29;;744692,8686;6944781,443;744692,875;6944781,506
V30;;744591,9168;6944851,044;744591,909;6944851,045
V31;;744387,3644;6944783,003;744387,361;6944782,996
V32;;744500,9966;6944802,742;744500,9932;6944802,758
V33;;744566,6294;6944688,732;744566,6149;6944688,784
V34;;744477,3598;6944739,303;744477,1801;6944739,488
['G49', 'G34', 'G31', 'G23', 'G18', 'G79', 'G73', 'G66'];;;;;
V1;;744489,6822;6944624,927;744489,6758;6944624,956
V2;;744358,7564;6944595,206;744358,736;6944595,225
V3;;744292,6682;6944529,694;744292,6446;6944529,697
V4;;744379,7247;6944471,738;744379,6964;6944471,762
V5;;744375,6294;6944361,052;744375,6141;6944361,106
V6;;744365,5087;6944281,732;744365,4823;6944281,783
V7;;744506,2588;6944317,482;744506,248;6944317,532
V8;;744640,4887;6944241,531;744640,5095;6944241,599
V9;;744709,404;6944282,432;744709,4169;6944282,495
V10;;744648,4369;6944171,165;744648,4497;6944171,232
V11;;744775,9802;6944099,922;744776,0061;6944099,946
V12;;744851,9399;6943999,331;744851,9517;6943999,337
V13;;744958,5743;6944107,767;744958,6138;6944107,754
V14;;744983,8512;6944177,193;744983,8694;6944177,169
V15;;744873,2028;6944252,744;744873,2112;6944252,756
V16;;744961,3673;6944365,327;744961,3927;6944365,329
V17;;744895,9003;6944433,298;744895,9053;6944433,308
V18;;745027,958;6944505,275;745027,9742;6944505,255
V19;;744947,529;6944568,048;744947,5341;6944568,059
V20;;744909,3637;6944668,258;744909,3748;6944668,278
V21;;744850,3635;6944704,004;744850,3571;6944704,026
V22;;744801,2707;6944637,619;744801,2928;6944637,669
V23;;744715,789;6944606,105;744715,8142;6944606,16
V24;;744710,654;6944516,872;744710,6729;6944516,927
V25;;744799,7081;6944440,59;744799,7232;6944440,624
V26;;744659,6305;6944369,939;744659,6545;6944369,991
V27;;744601,7844;6944461,987;744603,0966;6944461,605
V28;;744704,4722;6944714,326;744704,4781;6944714,369
V29;;744692,8632;6944781,467;744692,875;6944781,506
V30;;744591,9105;6944851,075;744591,909;6944851,045
V31;;744387,3497;6944783,035;744387,361;6944782,996
V32;;744500,9842;6944802,771;744500,9932;6944802,758
V33;;744566,6176;6944688,755;744566,6149;6944688,784
V34;;744477,3457;6944739,33;744477,1801;6944739,488
['G53', 'G47', 'G31', 'G23', 'G19', 'G80', 'G68', 'G64'];;;;;
V1;;744489,6931;6944624,923;744489,6758;6944624,956
V2;;744358,7692;6944595,203;744358,736;6944595,225
V3;;744292,6819;6944529,692;744292,6446;6944529,697
V4;;744379,7364;6944471,736;744379,6964;6944471,762
V5;;744375,6403;6944361,052;744375,6141;6944361,106
V6;;744365,5191;6944281,733;744365,4823;6944281,783
V7;;744506,2669;6944317,482;744506,248;6944317,532
V8;;744640,4954;6944241,533;744640,5095;6944241,599
V9;;744709,4098;6944282,433;744709,4169;6944282,495
V10;;744648,4432;6944171,168;744648,4497;6944171,232
V11;;744775,9839;6944099,925;744776,0061;6944099,946
V12;;744851,9414;6943999,336;744851,9517;6943999,337
V13;;744958,5748;6944107,77;744958,6138;6944107,754
V14;;744983,8516;6944177,194;744983,8694;6944177,169
V15;;744873,2053;6944252,744;744873,2112;6944252,756
V16;;744961,3689;6944365,326;744961,3927;6944365,329
V17;;744895,9034;6944433,296;744895,9053;6944433,308
V18;;745027,9591;6944505,271;745027,9742;6944505,255
V19;;744947,5321;6944568,043;744947,5341;6944568,059
V20;;744909,3679;6944668,252;744909,3748;6944668,278
V21;;744850,3688;6944703,998;744850,3571;6944704,026
V22;;744801,2765;6944637,614;744801,2928;6944637,669
V23;;744715,796;6944606,101;744715,8142;6944606,16
V24;;744710,6608;6944516,869;744710,6729;6944516,927
V25;;744799,7131;6944440,588;744799,7232;6944440,624
V26;;744659,6375;6944369,938;744659,6545;6944369,991
V27;;744601,7926;6944461,985;744603,0966;6944461,605
V28;;744704,4799;6944714,32;744704,4781;6944714,369
V29;;744692,8713;6944781,46;744692,875;6944781,506
V30;;744591,9197;6944851,066;744591,909;6944851,045
V31;;744387,3618;6944783,028;744387,361;6944782,996
V32;;744500,9956;6944802,764;744500,9932;6944802,758
V33;;744566,6274;6944688,75;744566,6149;6944688,784
V34;;744477,3572;6944739,324;744477,1801;6944739,488
['G52', 'G56', 'G32', 'G23', 'G16', 'G79', 'G76', 'G65'];;;;;
V1;;744489,6956;6944624,921;744489,6758;6944624,956
V2;;744358,7709;6944595,202;744358,736;6944595,225
V3;;744292,6827;6944529,692;744292,6446;6944529,697
V4;;744379,7358;6944471,736;744379,6964;6944471,762
V5;;744375,6368;6944361,051;744375,6141;6944361,106
V6;;744365,5138;6944281,732;744365,4823;6944281,783
V7;;744506,2618;6944317,48;744506,248;6944317,532
V8;;744640,494;6944241,53;744640,5095;6944241,599
V9;;744709,4089;6944282,43;744709,4169;6944282,495
V10;;744648,441;6944171,165;744648,4497;6944171,232
V11;;744775,9804;6944099,921;744776,0061;6944099,946
V12;;744851,9351;6943999,331;744851,9517;6943999,337
V13;;744958,571;6944107,765;744958,6138;6944107,754
V14;;744983,8484;6944177,188;744983,8694;6944177,169
V15;;744873,2027;6944252,739;744873,2112;6944252,756
V16;;744961,3679;6944365,32;744961,3927;6944365,329
V17;;744895,9036;6944433,291;744895,9053;6944433,308
V18;;745027,9595;6944505,265;745027,9742;6944505,255
V19;;744947,5345;6944568,038;744947,5341;6944568,059
V20;;744909,3719;6944668,247;744909,3748;6944668,278
V21;;744850,3726;6944703,993;744850,3571;6944704,026
V22;;744801,2798;6944637,609;744801,2928;6944637,669
V23;;744715,7984;6944606,097;744715,8142;6944606,16
V24;;744710,6623;6944516,866;744710,6729;6944516,927
V25;;744799,7141;6944440,584;744799,7232;6944440,624
V26;;744659,6373;6944369,936;744659,6545;6944369,991
V27;;744601,7927;6944461,983;744603,0966;6944461,605
V28;;744704,4833;6944714,316;744704,4781;6944714,369
V29;;744692,8751;6944781,456;744692,875;6944781,506
V30;;744591,9207;6944851,063;744591,909;6944851,045
V31;;744387,3613;6944783,027;744387,361;6944782,996
V32;;744500,9996;6944802,762;744500,9932;6944802,758
V33;;744566,6305;6944688,748;744566,6149;6944688,784
V34;;744477,3601;6944739,322;744477,1801;6944739,488
['G52', 'G56', 'G31', 'G21', 'G19', 'G80', 'G68', 'G64'];;;;;
V1;;744489,6947;6944624,922;744489,6758;6944624,956
V2;;744358,7698;6944595,201;744358,736;6944595,225
V3;;744292,6822;6944529,69;744292,6446;6944529,697
V4;;744379,7357;6944471,735;744379,6964;6944471,762
V5;;744375,6368;6944361,05;744375,6141;6944361,106
V6;;744365,514;6944281,731;744365,4823;6944281,783
V7;;744506,2616;6944317,481;744506,248;6944317,532
V8;;744640,4983;6944241,533;744640,5095;6944241,599
V9;;744709,4128;6944282,433;744709,4169;6944282,495
V10;;744648,4462;6944171,167;744648,4497;6944171,232
V11;;744775,9863;6944099,925;744776,0061;6944099,946
V12;;744851,941;6943999,336;744851,9517;6943999,337
V13;;744958,5767;6944107,771;744958,6138;6944107,754
V14;;744983,8532;6944177,196;744983,8694;6944177,169
V15;;744873,2063;6944252,745;744873,2112;6944252,756
V16;;744961,3705;6944365,327;744961,3927;6944365,329
V17;;744895,9056;6944433,297;744895,9053;6944433,308
V18;;745027,9603;6944505,273;745027,9742;6944505,255
V19;;744947,5354;6944568,045;744947,5341;6944568,059
V20;;744909,3718;6944668,254;744909,3748;6944668,278
V21;;744850,3715;6944703,999;744850,3571;6944704,026
V22;;744801,2796;6944637,615;744801,2928;6944637,669
V23;;744715,7981;6944606,101;744715,8142;6944606,16
V24;;744710,6632;6944516,869;744710,6729;6944516,927
V25;;744799,7163;6944440,588;744799,7232;6944440,624
V26;;744659,6399;6944369,938;744659,6545;6944369,991
V27;;744601,7937;6944461,985;744603,0966;6944461,605
V28;;744704,4815;6944714,32;744704,4781;6944714,369
V29;;744692,8723;6944781,46;744692,875;6944781,506
V30;;744591,9143;6944851,065;744591,909;6944851,045
V31;;744387,3548;6944783,026;744387,361;6944782,996
V32;;744500,9962;6944802,763;744500,9932;6944802,758
V33;;744566,6288;6944688,75;744566,6149;6944688,784
V34;;744477,3572;6944739,323;744477,1801;6944739,488
['G52', 'G56', 'G32', 'G21', 'G19', 'G79', 'G76', 'G65'];;;;;
V1;;744489,6963;6944624,924;744489,6758;6944624,956
V2;;744358,7712;6944595,205;744358,736;6944595,225
V3;;744292,6827;6944529,695;744292,6446;6944529,697
V4;;744379,7356;6944471,738;744379,6964;6944471,762
V5;;744375,6358;6944361,054;744375,6141;6944361,106
V6;;744365,5123;6944281,735;744365,4823;6944281,783
V7;;744506,2604;6944317,483;744506,248;6944317,532
V8;;744640,4944;6944241,532;744640,5095;6944241,599
V9;;744709,4095;6944282,432;744709,4169;6944282,495
V10;;744648,4413;6944171,167;744648,4497;6944171,232
V11;;744775,9806;6944099,923;744776,0061;6944099,946
V12;;744851,9345;6943999,333;744851,9517;6943999,337
V13;;744958,5712;6944107,766;744958,6138;6944107,754
V14;;744983,8488;6944177,19;744983,8694;6944177,169
V15;;744873,203;6944252,741;744873,2112;6944252,756
V16;;744961,3686;6944365,322;744961,3927;6944365,329
V17;;744895,9045;6944433,293;744895,9053;6944433,308
V18;;745027,9604;6944505,267;745027,9742;6944505,255
V19;;744947,536;6944568,04;744947,5341;6944568,059
V20;;744909,3736;6944668,249;744909,3748;6944668,278
V21;;744850,3741;6944703,995;744850,3571;6944704,026
V22;;744801,2812;6944637,612;744801,2928;6944637,669
V23;;744715,7994;6944606,1;744715,8142;6944606,16
V24;;744710,6632;6944516,868;744710,6729;6944516,927
V25;;744799,7151;6944440,586;744799,7232;6944440,624
V26;;744659,6379;6944369,938;744659,6545;6944369,991
V27;;744601,7932;6944461,985;744603,0966;6944461,605
V28;;744704,4844;6944714,319;744704,4781;6944714,369
V29;;744692,8762;6944781,459;744692,875;6944781,506
V30;;744591,9205;6944851,066;744591,909;6944851,045
V31;;744387,3603;6944783,03;744387,361;6944782,996
V32;;744501,0005;6944802,765;744500,9932;6944802,758
V33;;744566,6313;6944688,75;744566,6149;6944688,784
V34;;744477,3607;6944739,325;744477,1801;6944739,488
['G52', 'G34', 'G32', 'G26', 'G17', 'G79', 'G75', 'G64'];;;;;
V1;;744489,7089;6944624,951;744489,6758;6944624,956
V2;;744358,7841;6944595,239;744358,736;6944595,225
V3;;744292,6931;6944529,732;744292,6446;6944529,697
V4;;744379,7436;6944471,77;744379,6964;6944471,762
V5;;744375,6408;6944361,084;744375,6141;6944361,106
V6;;744365,515;6944281,765;744365,4823;6944281,783
V7;;744506,2642;6944317,505;744506,248;6944317,532
V8;;744640,4865;6944241,554;744640,5095;6944241,599
V9;;744709,403;6944282,45;744709,4169;6944282,495
V10;;744648,4299;6944171,188;744648,4497;6944171,232
V11;;744775,9654;6944099,938;744776,0061;6944099,946
V12;;744851,9166;6943999,342;744851,9517;6943999,337
V13;;744958,5558;6944107,771;744958,6138;6944107,754
V14;;744983,8368;6944177,193;744983,8694;6944177,169
V15;;744873,1959;6944252,749;744873,2112;6944252,756
V16;;744961,3659;6944365,325;744961,3927;6944365,329
V17;;744895,905;6944433,3;744895,9053;6944433,308
V18;;745027,9644;6944505,266;745027,9742;6944505,255
V19;;744947,5415;6944568,045;744947,5341;6944568,059
V20;;744909,3838;6944668,256;744909,3748;6944668,278
V21;;744850,3873;6944704,004;744850,3571;6944704,026
