['G51', 'G48', 'G33', 'G21', 'G19', 'G14', 'G73', 'G66'];;X;Y;X1;Y1
V20;;744909,3684;6944668,245;744909,3748;6944668,278
V21;;744850,371;6944703,99;744850,3571;6944704,026
V22;;744801,2794;6944637,608;744801,2928;6944637,669
V23;;744715,8005;6944606,096;744715,8142;6944606,16
V24;;744710,6643;6944516,867;744710,6729;6944516,927
V25;;744799,7132;6944440,587;744799,7232;6944440,624
V26;;744659,6403;6944369,94;744659,6545;6944369,991
V27;;744601,7979;6944461,984;744603,0966;6944461,605
V28;;744704,4861;6944714,312;744704,4781;6944714,369
V29;;744692,8785;6944781,45;744692,875;6944781,506
V30;;744591,9284;6944851,049;744591,909;6944851,045
V31;;744387,3748;6944783,014;744387,361;6944782,996
V32;;744501,0085;6944802,755;744500,9932;6944802,758
V33;;744566,6371;6944688,744;744566,6149;6944688,784
V34;;744477,3696;6944739,317;744477,1801;6944739,488
['G53', 'G45', 'G33', 'G23', 'G20', 'G80', 'G74', 'G66'];;;;;
V1;;744489,6697;6944624,934;744489,6758;6944624,956
V2;;744358,7407;6944595,214;744358,736;6944595,225
V3;;744292,6503;6944529,702;744292,6446;6944529,697
V4;;744379,7078;6944471,743;744379,6964;6944471,762
V5;;744375,6109;6944361,055;744375,6141;6944361,106
V6;;744365,4889;6944281,733;744365,4823;6944281,783
V7;;744506,2424;6944317,483;744506,248;6944317,532
V8;;744640,4747;6944241,528;744640,5095;6944241,599
V9;;744709,392;6944282,43;744709,4169;6944282,495
V10;;744648,4222;6944171,16;744648,4497;6944171,232
V11;;744775,9673;6944099,914;744776,0061;6944099,946
V12;;744851,9273;6943999,321;744851,9517;6943999,337
V13;;744958,5653;6944107,758;744958,6138;6944107,754
V14;;744983,8437;6944177,185;744983,8694;6944177,169
V15;;744873,1938;6944252,738;744873,2112;6944252,756
V16;;744961,3616;6944365,323;744961,3927;6944365,329
V17;;744895,8941;6944433,297;744895,9053;6944433,308
V18;;745027,9555;6944505,274;745027,9742;6944505,255
V19;;744947,5257;6944568,048;744947,5341;6944568,059
V20;;744909,3608;6944668,261;744909,3748;6944668,278
V21;;744850,3598;6944704,009;744850,3571;6944704,026
V22;;744801,265;6944637,623;744801,2928;6944637,669
V23;;744715,7811;6944606,11;744715,8142;6944606,16
V24;;744710,6449;6944516,874;744710,6729;6944516,927
V25;;744799,7;6944440,589;744799,7232;6944440,624
V26;;744659,6185;6944369,939;744659,6545;6944369,991
V27;;744601,7722;6944461,99;744603,0966;6944461,605
V28;;744704,4654;6944714,333;744704,4781;6944714,369
V29;;744692,857;6944781,475;744692,875;6944781,506
V30;;744591,9026;6944851,086;744591,909;6944851,045
V31;;744387,3365;6944783,047;744387,361;6944782,996
V32;;744500,9741;6944802,782;744500,9932;6944802,758
V33;;744566,6075;6944688,763;744566,6149;6944688,784
V34;;744477,3343;6944739,34;744477,1801;6944739,488
['G49', 'G56', 'G33', 'G26', 'G19', 'G15', 'G73', 'G67'];;;;;
V1;;744489,684;6944624,932;744489,6758;6944624,956
V2;;744358,7595;6944595,212;744358,736;6944595,225
V3;;744292,672;6944529,701;744292,6446;6944529,697
V4;;744379,7266;6944471,745;744379,6964;6944471,762
V5;;744375,6301;6944361,06;744375,6141;6944361,106
V6;;744365,5087;6944281,74;744365,4823;6944281,783
V7;;744506,2569;6944317,49;744506,248;6944317,532
V8;;744640,4874;6944241,541;744640,5095;6944241,599
V9;;744709,402;6944282,442;744709,4169;6944282,495
V10;;744648,4353;6944171,176;744648,4497;6944171,232
V11;;744775,9763;6944099,933;744776,0061;6944099,946
V12;;744851,9337;6943999,343;744851,9517;6943999,337
V13;;744958,5677;6944107,778;744958,6138;6944107,754
V14;;744983,8445;6944177,203;744983,8694;6944177,169
V15;;744873,1977;6944252,753;744873,2112;6944252,756
V16;;744961,3616;6944365,335;744961,3927;6944365,329
V17;;744895,8959;6944433,305;744895,9053;6944433,308
V18;;745027,9518;6944505,281;745027,9742;6944505,255
V19;;744947,5248;6944568,053;744947,5341;6944568,059
V20;;744909,3606;6944668,262;744909,3748;6944668,278
V21;;744850,361;6944704,008;744850,3571;6944704,026
V22;;744801,2687;6944637,624;744801,2928;6944637,669
V23;;744715,7877;6944606,11;744715,8142;6944606,16
V24;;744710,6526;6944516,878;744710,6729;6944516,927
V25;;744799,7054;6944440,597;744799,7232;6944440,624
V26;;744659,6293;6944369,947;744659,6545;6944369,991
V27;;744601,7839;6944461,994;744603,0966;6944461,605
V28;;744704,4714;6944714,33;744704,4781;6944714,369
V29;;744692,8626;6944781,47;744692,875;6944781,506
V30;;744591,9094;6944851,076;744591,909;6944851,045
V31;;744387,3507;6944783,037;744387,361;6944782,996
V32;;744500,9862;6944802,774;744500,9932;6944802,758
V33;;744566,6185;6944688,76;744566,6149;6944688,784
V34;;744477,3476;6944739,333;744477,1801;6944739,488
['G49', 'G56', 'G30', 'G24', 'G16', 'G14', 'G73', 'G64'];;;;;
V1;;744489,6995;6944624,913;744489,6758;6944624,956
V2;;744358,7786;6944595,19;744358,736;6944595,225
V3;;744292,694;6944529,679;744292,6446;6944529,697
V4;;744379,7475;6944471,725;744379,6964;6944471,762
V5;;744375,6529;6944361,041;744375,6141;6944361,106
V6;;744365,533;6944281,723;744365,4823;6944281,783
V7;;744506,277;6944317,474;744506,248;6944317,532
V8;;744640,5071;6944241,534;744640,5095;6944241,599
V9;;744709,4192;6944282,435;744709,4169;6944282,495
V10;;744648,4562;6944171,17;744648,4497;6944171,232
V11;;744775,9955;6944099,932;744776,0061;6944099,946
V12;;744851,9526;6943999,344;744851,9517;6943999,337
V13;;744958,5822;6944107,78;744958,6138;6944107,754
V14;;744983,857;6944177,204;744983,8694;6944177,169
V15;;744873,2112;6944252,749;744873,2112;6944252,756
V16;;744961,3708;6944365,331;744961,3927;6944365,329
V17;;744895,9054;6944433,299;744895,9053;6944433,308
V18;;745027,9565;6944505,275;745027,9742;6944505,255
V19;;744947,5306;6944568,046;744947,5341;6944568,059
V20;;744909,3653;6944668,252;744909,3748;6944668,278
V21;;744850,3663;6944703,995;744850,3571;6944704,026
V22;;744801,2766;6944637,611;744801,2928;6944637,669
V23;;744715,7982;6944606,097;744715,8142;6944606,16
V24;;744710,665;6944516,866;744710,6729;6944516,927
V25;;744799,7173;6944440,589;744799,7232;6944440,624
V26;;744659,6459;6944369,938;744659,6545;6944369,991
V27;;744601,7998;6944461,98;744603,0966;6944461,605
V28;;744704,4799;6944714,313;744704,4781;6944714,369
V29;;744692,8699;6944781,451;744692,875;6944781,506
V30;;744591,9167;6944851,05;744591,909;6944851,045
V31;;744387,3641;6944783,008;744387,361;6944782,996
V32;;744500,9977;6944802,75;744500,9932;6944802,758
V33;;744566,6308;6944688,74;744566,6149;6944688,784
V34;;744477,3609;6944739,311;744477,1801;6944739,488
['G51', 'G48', 'G33', 'G22', 'G18', 'G79', 'G73', 'G67'];;;;;
V1;;744489,6944;6944624,916;744489,6758;6944624,956
V2;;744358,772;6944595,196;744358,736;6944595,225
V3;;744292,6853;6944529,686;744292,6446;6944529,697
V4;;744379,7396;6944471,731;744379,6964;6944471,762
V5;;744375,6445;6944361,047;744375,6141;6944361,106
V6;;744365,524;6944281,728;744365,4823;6944281,783
V7;;744506,2707;6944317,477;744506,248;6944317,532
V8;;744640,4957;6944241,529;744640,5095;6944241,599
V9;;744709,4094;6944282,429;744709,4169;6944282,495
V10;;744648,4434;6944171,164;744648,4497;6944171,232
V11;;744775,9834;6944099,922;744776,0061;6944099,946
V12;;744851,9414;6943999,333;744851,9517;6943999,337
V13;;744958,573;6944107,767;744958,6138;6944107,754
V14;;744983,8496;6944177,191;744983,8694;6944177,169
V15;;744873,2042;6944252,74;744873,2112;6944252,756
V16;;744961,3668;6944365,321;744961,3927;6944365,329
V17;;744895,9016;6944433,291;744895,9053;6944433,308
V18;;745027,9564;6944505,265;745027,9742;6944505,255
V19;;744947,5292;6944568,037;744947,5341;6944568,059
V20;;744909,3651;6944668,245;744909,3748;6944668,278
V21;;744850,3667;6944703,99;744850,3571;6944704,026
V22;;744801,2748;6944637,607;744801,2928;6944637,669
V23;;744715,7954;6944606,094;744715,8142;6944606,16
V24;;744710,6602;6944516,863;744710,6729;6944516,927
V25;;744799,7116;6944440,582;744799,7232;6944440,624
V26;;744659,6375;6944369,934;744659,6545;6944369,991
V27;;744601,7934;6944461,98;744603,0966;6944461,605
V28;;744704,4793;6944714,312;744704,4781;6944714,369
V29;;744692,8709;6944781,452;744692,875;6944781,506
V30;;744591,922;6944851,057;744591,909;6944851,045
V31;;744387,3664;6944783,019;744387,361;6944782,996
V32;;744500,9969;6944802,755;744500,9932;6944802,758
V33;;744566,6281;6944688,743;744566,6149;6944688,784
V34;;744477,3589;6944739,316;744477,1801;6944739,488
['G52', 'G34', 'G31', 'G23', 'G16', 'G79', 'G74', 'G63'];;;;;
V1;;744489,6955;6944624,92;744489,6758;6944624,956
V2;;744358,7732;6944595,202;744358,736;6944595,225
V3;;744292,6863;6944529,692;744292,6446;6944529,697
V4;;744379,7395;6944471,736;744379,6964;6944471,762
V5;;744375,6429;6944361,052;744375,6141;6944361,106
V6;;744365,5216;6944281,733;744365,4823;6944281,783
V7;;744506,2678;6944317,481;744506,248;6944317,532
V8;;744640,4935;6944241,534;744640,5095;6944241,599
V9;;744709,4072;6944282,434;744709,4169;6944282,495
V10;;744648,4408;6944171,17;744648,4497;6944171,232
V11;;744775,9794;6944099,927;744776,0061;6944099,946
V12;;744851,9356;6943999,337;744851,9517;6943999,337
V13;;744958,5681;6944107,771;744958,6138;6944107,754
V14;;744983,8451;6944177,194;744983,8694;6944177,169
V15;;744873,2007;6944252,743;744873,2112;6944252,756
V16;;744961,3638;6944365,323;744961,3927;6944365,329
V17;;744895,8995;6944433,293;744895,9053;6944433,308
V18;;745027,954;6944505,267;745027,9742;6944505,255
V19;;744947,5282;6944568,039;744947,5341;6944568,059
V20;;744909,3652;6944668,247;744909,3748;6944668,278
V21;;744850,3671;6944703,993;744850,3571;6944704,026
V22;;744801,275;6944637,61;744801,2928;6944637,669
V23;;744715,7954;6944606,098;744715,8142;6944606,16
V24;;744710,6597;6944516,867;744710,6729;6944516,927
V25;;744799,7103;6944440,586;744799,7232;6944440,624
V26;;744659,6361;6944369,938;744659,6545;6944369,991
V27;;744601,7926;6944461,984;744603,0966;6944461,605
V28;;744704,4802;6944714,315;744704,4781;6944714,369
V29;;744692,8721;6944781,454;744692,875;6944781,506
V30;;744591,9227;6944851,058;744591,909;6944851,045
V31;;744387,3672;6944783,022;744387,361;6944782,996
V32;;744500,9991;6944802,759;744500,9932;6944802,758
V33;;744566,6293;6944688,747;744566,6149;6944688,784
V34;;744477,3606;6944739,32;744477,1801;6944739,488
['G50', 'G56', 'G30', 'G21', 'G19', 'G80', 'G74', 'G65'];;;;;
V1;;744489,6931;6944624,905;744489,6758;6944624,956
V2;;744358,7717;6944595,182;744358,736;6944595,225
V3;;744292,6871;6944529,67;744292,6446;6944529,697
V4;;744379,7409;6944471,717;744379,6964;6944471,762
V5;;744375,646;6944361,034;744375,6141;6944361,106
V6;;744365,526;6944281,715;744365,4823;6944281,783
V7;;744506,2702;6944317,468;744506,248;6944317,532
V8;;744640,5035;6944241,526;744640,5095;6944241,599
V9;;744709,4157;6944282,428;744709,4169;6944282,495
V10;;744648,453;6944171,163;744648,4497;6944171,232
V11;;744775,9929;6944099,925;744776,0061;6944099,946
V12;;744851,9498;6943999,338;744851,9517;6943999,337
V13;;744958,58;6944107,775;744958,6138;6944107,754
V14;;744983,8544;6944177,198;744983,8694;6944177,169
V15;;744873,2077;6944252,744;744873,2112;6944252,756
V16;;744961,3671;6944365,326;744961,3927;6944365,329
V17;;744895,9014;6944433,294;744895,9053;6944433,308
V18;;745027,9522;6944505,271;745027,9742;6944505,255
V19;;744947,5264;6944568,041;744947,5341;6944568,059
V20;;744909,3607;6944668,247;744909,3748;6944668,278
V21;;744850,361;6944703,99;744850,3571;6944704,026
V22;;744801,2715;6944637,605;744801,2928;6944637,669
V23;;744715,7928;6944606,09;744715,8142;6944606,16
V24;;744710,6601;6944516,86;744710,6729;6944516,927
V25;;744799,7133;6944440,583;744799,7232;6944440,624
V26;;744659,6416;6944369,93;744659,6545;6944369,991
V27;;744601,7945;6944461,973;744603,0966;6944461,605
V28;;744704,4737;6944714,307;744704,4781;6944714,369
V29;;744692,8632;6944781,445;744692,875;6944781,506
V30;;744591,9075;6944851,045;744591,909;6944851,045
V31;;744387,3541;6944783,002;744387,361;6944782,996
V32;;744500,9902;6944802,743;744500,9932;6944802,758
V33;;744566,6243;6944688,734;744566,6149;6944688,784
V34;;744477,3534;6944739,304;744477,1801;6944739,488
['G49', 'G48', 'G33', 'G22', 'G16', 'G14', 'G74', 'G67'];;;;;
V1;;744489,6877;6944624,918;744489,6758;6944624,956
V2;;744358,7651;6944595,196;744358,736;6944595,225
V3;;744292,679;6944529,685;744292,6446;6944529,697
V4;;744379,7341;6944471,73;744379,6964;6944471,762
V5;;744375,64;6944361,046;744375,6141;6944361,106
V6;;744365,5204;6944281,727;744365,4823;6944281,783
V7;;744506,2671;6944317,478;744506,248;6944317,532
V8;;744640,4944;6944241,532;744640,5095;6944241,599
V9;;744709,4079;6944282,433;744709,4169;6944282,495
V10;;744648,4431;6944171,167;744648,4497;6944171,232
V11;;744775,9843;6944099,926;744776,0061;6944099,946
V12;;744851,9435;6943999,338;744851,9517;6943999,337
V13;;744958,5744;6944107,773;744958,6138;6944107,754
V14;;744983,8502;6944177,197;744983,8694;6944177,169
V15;;744873,2035;6944252,746;744873,2112;6944252,756
V16;;744961,365;6944365,328;744961,3927;6944365,329
V17;;744895,8988;6944433,297;744895,9053;6944433,308
V18;;745027,9531;6944505,274;745027,9742;6944505,255
V19;;744947,5251;6944568,045;744947,5341;6944568,059
V20;;744909,3597;6944668,252;744909,3748;6944668,278
V21;;744850,3605;6944703,997;744850,3571;6944704,026
V22;;744801,2693;6944637,613;744801,2928;6944637,669
V23;;744715,7898;6944606,099;744715,8142;6944606,16
V24;;744710,6558;6944516,867;744710,6729;6944516,927
V25;;744799,7086;6944440,588;744799,7232;6944440,624
V26;;744659,6347;6944369,937;744659,6545;6944369,991
V27;;744601,789;6944461,982;744603,0966;6944461,605
V28;;744704,4723;6944714,317;744704,4781;6944714,369
V29;;744692,863;6944781,457;744692,875;6944781,506
V30;;744591,9121;6944851,061;744591,909;6944851,045
V31;;744387,3564;6944783,02;744387,361;6944782,996
V32;;744500,988;6944802,758;744500,9932;6944802,758
V33;;744566,6209;6944688,746;744566,6149;6944688,784
V34;;744477,3506;6944739,318;744477,1801;6944739,488
['G52', 'G47', 'G33', 'G21', 'G16', 'G14', 'G68', 'G65'];;;;;
V1;;744489,6767;6944624,932;744489,6758;6944624,956
V2;;744358,7493;6944595,213;744358,736;6944595,225
V3;;744292,6599;6944529,701;744292,6446;6944529,697
V4;;744379,7169;6944471,743;744379,6964;6944471,762
V5;;744375,621;6944361,055;744375,6141;6944361,106
V6;;744365,4997;6944281,734;744365,4823;6944281,783
V7;;744506,2518;6944317,484;744506,248;6944317,532
V8;;744640,4808;6944241,531;744640,5095;6944241,599
V9;;744709,3972;6944282,432;744709,4169;6944282,495
V10;;744648,4284;6944171,163;744648,4497;6944171,232
V11;;744775,9725;6944099,918;744776,0061;6944099,946
V12;;744851,9327;6943999,326;744851,9517;6943999,337
V13;;744958,5687;6944107,762;744958,6138;6944107,754
V14;;744983,8467;6944177,188;744983,8694;6944177,169
V15;;744873,1979;6944252,741;744873,2112;6944252,756
V16;;744961,3644;6944365,325;744961,3927;6944365,329
V17;;744895,8973;6944433,297;744895,9053;6944433,308
V18;;745027,9574;6944505,274;745027,9742;6944505,255
V19;;744947,5276;6944568,048;744947,5341;6944568,059
V20;;744909,3628;6944668,26;744909,3748;6944668,278
V21;;744850,3625;6944704,007;744850,3571;6944704,026
V22;;744801,2684;6944637,621;744801,2928;6944637,669
V23;;744715,7857;6944606,108;744715,8142;6944606,16
V24;;744710,6497;6944516,874;744710,6729;6944516,927
V25;;744799,7038;6944440,59;744799,7232;6944440,624
V26;;744659,6242;6944369,94;744659,6545;6944369,991
V27;;744601,7786;6944461,99;744603,0966;6944461,605
V28;;744704,47;6944714,33;744704,4781;6944714,369
V29;;744692,8616;6944781,472;744692,875;6944781,506
V30;;744591,9097;6944851,081;744591,909;6944851,045
V31;;744387,3463;6944783,043;744387,361;6944782,996
V32;;744500,9808;6944802,778;744500,9932;6944802,758
V33;;744566,6136;6944688,761;744566,6149;6944688,784
V34;;744477,3415;6944739,337;744477,1801;6944739,488
['G51', 'G48', 'G33', 'G26', 'G19', 'G14', 'G73', 'G67'];;;;;
V1;;744489,6965;6944624,924;744489,6758;6944624,956
V2;;744358,7759;6944595,205;744358,736;6944595,225
V3;;744292,6902;6944529,695;744292,6446;6944529,697
V4;;744379,7429;6944471,74;744379,6964;6944471,762
V5;;744375,6474;6944361,057;744375,6141;6944361,106
V6;;744365,5269;6944281,739;744365,4823;6944281,783
V7;;744506,2714;6944317,487;744506,248;6944317,532
V8;;744640,4955;6944241,544;744640,5095;6944241,599
V9;;744709,4081;6944282,443;744709,4169;6944282,495
V10;;744648,4431;6944171,18;744648,4497;6944171,232
V11;;744775,9809;6944099,939;744776,0061;6944099,946
V12;;744851,9373;6943999,35;744851,9517;6943999,337
V13;;744958,5676;6944107,783;744958,6138;6944107,754
V14;;744983,8438;6944177,206;744983,8694;6944177,169
V15;;744873,2001;6944252,754;744873,2112;6944252,756
V16;;744961,3614;6944365,333;744961,3927;6944365,329
V17;;744895,8974;6944433,302;744895,9053;6944433,308
V18;;745027,95;6944505,275;745027,9742;6944505,255
V19;;744947,5244;6944568,047;744947,5341;6944568,059
V20;;744909,361;6944668,254;744909,3748;6944668,278
V21;;744850,3634;6944703,999;744850,3571;6944704,026
V22;;744801,2723;6944637,616;744801,2928;6944637,669
V23;;744715,794;6944606,103;744715,8142;6944606,16
V24;;744710,6589;6944516,874;744710,6729;6944516,927
V25;;744799,7091;6944440,594;744799,7232;6944440,624
V26;;744659,637;6944369,946;744659,6545;6944369,991
V27;;744601,7936;6944461,99;744603,0966;6944461,605
V28;;744704,4781;6944714,32;744704,4781;6944714,369
V29;;744692,8698;6944781,458;744692,875;6944781,506
V30;;744591,9215;6944851,059;744591,909;6944851,045
V31;;744387,3688;6944783,022;744387,361;6944782,996
V32;;744500,9987;6944802,761;744500,9932;6944802,758
V33;;744566,629;6944688,75;744566,6149;6944688,784
V34;;744477,361;6944739,322;744477,1801;6944739,488
['G52', 'G47', 'G31', 'G24', 'G19', 'G77', 'G73', 'G64'];;;;;
V1;;744489,695;6944624,93;744489,6758;6944624,956
V2;;744358,7715;6944595,211;744358,736;6944595,225
V3;;744292,6841;6944529,7;744292,6446;6944529,697
V4;;744379,7379;6944471,744;744379,6964;6944471,762
V5;;744375,641;6944361,059;744375,6141;6944361,106
V6;;744365,5193;6944281,739;744365,4823;6944281,783
V7;;744506,2666;6944317,488;744506,248;6944317,532
V8;;744640,4951;6944241,541;744640,5095;6944241,599
V9;;744709,4093;6944282,441;744709,4169;6944282,495
V10;;744648,4425;6944171,176;744648,4497;6944171,232
V11;;744775,9823;6944099,933;744776,0061;6944099,946
V12;;744851,9387;6943999,343;744851,9517;6943999,337
V13;;744958,5723;6944107,777;744958,6138;6944107,754
V14;;744983,8493;6944177,201;744983,8694;6944177,169
V15;;744873,2038;6944252,751;744873,2112;6944252,756
V16;;744961,3675;6944365,332;744961,3927;6944365,329
V17;;744895,9027;6944433,303;744895,9053;6944433,308
V18;;745027,958;6944505,277;745027,9742;6944505,255
V19;;744947,5318;6944568,05;744947,5341;6944568,059
V20;;744909,3684;6944668,259;744909,3748;6944668,278
V21;;744850,3695;6944704,004;744850,3571;6944704,026
V22;;744801,2772;6944637,621;744801,2928;6944637,669
V23;;744715,7969;6944606,108;744715,8142;6944606,16
V24;;744710,6613;6944516,876;744710,6729;6944516,927
V25;;744799,7129;6944440,595;744799,7232;6944440,624
V26;;744659,6376;6944369,946;744659,6545;6944369,991
V27;;744601,7932;6944461,993;744603,0966;6944461,605
V28;;744704,4812;6944714,326;744704,4781;6944714,369
V29;;744692,8729;6944781,466;744692,875;6944781,506
V30;;744591,9214;6944851,07;744591,909;6944851,045
V31;;744387,364;6944783,032;744387,361;6944782,996
V32;;744500,9982;6944802,77;744500,9932;6944802,758
V33;;744566,6293;6944688,757;744566,6149;6944688,784
V34;;744477,3595;6944739,33;744477,1801;6944739,488
['G53', 'G45', 'G31', 'G22', 'G19', 'G79', 'G75', 'G65'];;;;;
V1;;744489,6783;6944624,929;744489,6758;6944624,956
V2;;744358,7519;6944595,209;744358,736;6944595,225
V3;;744292,6631;6944529,698;744292,6446;6944529,697
V4;;744379,7189;6944471,74;744379,6964;6944471,762
V5;;744375,6222;6944361,053;744375,6141;6944361,106
V6;;744365,5006;6944281,733;744365,4823;6944281,783
V7;;744506,2511;6944317,482;744506,248;6944317,532
V8;;744640,4816;6944241,532;744640,5095;6944241,599
V9;;744709,3974;6944282,433;744709,4169;6944282,495
V10;;744648,4292;6944171,165;744648,4497;6944171,232
V11;;744775,9719;6944099,921;744776,0061;6944099,946
V12;;744851,9304;6943999,329;744851,9517;6943999,337
V13;;744958,5662;6944107,765;744958,6138;6944107,754
V14;;744983,8438;6944177,19;744983,8694;6944177,169
V15;;744873,1958;6944252,742;744873,2112;6944252,756
V16;;744961,3615;6944365,325;744961,3927;6944365,329
V17;;744895,8951;6944433,297;744895,9053;6944433,308
V18;;745027,9535;6944505,273;745027,9742;6944505,255
V19;;744947,5253;6944568,047;744947,5341;6944568,059
V20;;744909,3609;6944668,258;744909,3748;6944668,278
V21;;744850,3609;6944704,004;744850,3571;6944704,026
V22;;744801,2674;6944637,619;744801,2928;6944637,669
V23;;744715,7852;6944606,106;744715,8142;6944606,16
V24;;744710,6495;6944516,873;744710,6729;6944516,927
V25;;744799,703;6944440,59;744799,7232;6944440,624
V26;;744659,6246;6944369,94;744659,6545;6944369,991
V27;;744601,7791;6944461,988;744603,0966;6944461,605
V28;;744704,4694;6944714,327;744704,4781;6944714,369
V29;;744692,8609;6944781,468;744692,875;6944781,506
V30;;744591,9078;6944851,075;744591,909;6944851,045
V31;;744387,3459;6944783,037;744387,361;6944782,996
V32;;744500,9818;6944802,774;744500,9932;6944802,758
V33;;744566,6143;6944688,758;744566,6149;6944688,784
V34;;744477,3427;6944739,332;744477,1801;6944739,488
['G50', 'G56', 'G30', 'G23', 'G18', 'G80', 'G73', 'G67'];;;;;
V1;;744489,6919;6944624,911;744489,6758;6944624,956
V2;;744358,7685;6944595,188;744358,736;6944595,225
V3;;744292,6825;6944529,676;744292,6446;6944529,697
V4;;744379,7377;6944471,722;744379,6964;6944471,762
V5;;744375,643;6944361,038;744375,6141;6944361,106
V6;;744365,523;6944281,718;744365,4823;6944281,783
V7;;744506,2697;6944317,471;744506,248;6944317,532
V8;;744640,5019;6944241,525;744640,5095;6944241,599
V9;;744709,4153;6944282,427;744709,4169;6944282,495
V10;;744648,451;6944171,16;744648,4497;6944171,232
V11;;744775,9927;6944099,92;744776,0061;6944099,946
V12;;744851,9513;6943999,332;744851,9517;6943999,337
V13;;744958,583;6944107,769;744958,6138;6944107,754
V14;;744983,8583;6944177,193;744983,8694;6944177,169
V15;;744873,2105;6944252,741;744873,2112;6944252,756
V16;;744961,3719;6944365,324;744961,3927;6944365,329
V17;;744895,9054;6944433,293;744895,9053;6944433,308
V18;;745027,9591;6944505,271;745027,9742;6944505,255
V19;;744947,5316;6944568,041;744947,5341;6944568,059
V20;;744909,3657;6944668,249;744909,3748;6944668,278
V21;;744850,3656;6944703,993;744850,3571;6944704,026
V22;;744801,2749;6944637,608;744801,2928;6944637,669
V23;;744715,7949;6944606,094;744715,8142;6944606,16
V24;;744710,6615;6944516,862;744710,6729;6944516,927
V25;;744799,7154;6944440,583;744799,7232;6944440,624
V26;;744659,6412;6944369,931;744659,6545;6944369,991
V27;;744601,7942;6944461,976;744603,0966;6944461,605
V28;;744704,4765;6944714,312;744704,4781;6944714,369
V29;;744692,8664;6944781,452;744692,875;6944781,506
V30;;744591,9117;6944851,055;744591,909;6944851,045
V31;;744387,3552;6944783,013;744387,361;6944782,996
V32;;744500,9906;6944802,752;744500,9932;6944802,758
V33;;744566,6247;6944688,74;744566,6149;6944688,784
V34;;744477,3532;6944739,311;744477,1801;6944739,488
['G51', 'G45', 'G31', 'G23', 'G17', 'G15', 'G75', 'G66'];;;;;
V1;;744489,676;6944624,927;744489,6758;6944624,956
V2;;744358,7493;6944595,206;744358,736;6944595,225
V3;;744292,6607;6944529,693;744292,6446;6944529,697
V4;;744379,7183;6944471,735;744379,6964;6944471,762
V5;;744375,6236;6944361,047;744375,6141;6944361,106
V6;;744365,5033;6944281,725;744365,4823;6944281,783
V7;;744506,2547;6944317,476;744506,248;6944317,532
V8;;744640,4847;6944241,528;744640,5095;6944241,599
V9;;744709,4005;6944282,43;744709,4169;6944282,495
V10;;744648,4331;6944171,161;744648,4497;6944171,232
V11;;744775,9778;6944099,917;744776,0061;6944099,946
V12;;744851,9391;6943999,324;744851,9517;6943999,337
V13;;744958,5737;6944107,763;744958,6138;6944107,754
V14;;744983,8508;6944177,189;744983,8694;6944177,169
V15;;744873,2013;6944252,74;744873,2112;6944252,756
V16;;744961,3662;6944365,326;744961,3927;6944365,329
V17;;744895,8984;6944433,298;744895,9053;6944433,308
V18;;745027,9574;6944505,275;745027,9742;6944505,255
V19;;744947,527;6944568,049;744947,5341;6944568,059
V20;;744909,3611;6944668,261;744909,3748;6944668,278
V21;;744850,3604;6944704,007;744850,3571;6944704,026
V22;;744801,2672;6944637,621;744801,2928;6944637,669
V23;;744715,7849;6944606,106;744715,8142;6944606,16
V24;;744710,6501;6944516,872;744710,6729;6944516,927
V25;;744799,705;6944440,589;744799,7232;6944440,624
V26;;744659,6265;6944369,937;744659,6545;6944369,991
V27;;744601,7798;6944461,986;744603,0966;6944461,605
V28;;744704,4679;6944714,328;744704,4781;6944714,369
V29;;744692,8587;6944781,47;744692,875;6944781,506
V30;;744591,906;6944851,075;744591,909;6944851,045
V31;;744387,3437;6944783,034;744387,361;6944782,996
V32;;744500,978;6944802,773;744500,9932;6944802,758
V33;;744566,6121;6944688,757;744566,6149;6944688,784
V34;;744477,3395;6944739,331;744477,1801;6944739,488
['G53', 'G47', 'G33', 'G24', 'G19', 'G79', 'G74', 'G64'];;;;;
V1;;744489,6935;6944624,929;744489,6758;6944624,956
V2;;744358,7697;6944595,211;744358,736;6944595,225
V3;;744292,6816;6944529,701;744292,6446;6944529,697
V4;;744379,735;6944471,744;744379,6964;6944471,762
V5;;744375,6374;6944361,059;744375,6141;6944361,106
V6;;744365,5151;6944281,74;744365,4823;6944281,783
V7;;744506,263;6944317,487;744506,248;6944317,532
V8;;744640,4897;6944241,538;744640,5095;6944241,599
V9;;744709,4044;6944282,438;744709,4169;6944282,495
V10;;744648,4364;6944171,173;744648,4497;6944171,232
V11;;744775,9757;6944099,929;744776,0061;6944099,946
V12;;744851,9316;6943999,337;744851,9517;6943999,337
V13;;744958,5661;6944107,771;744958,6138;6944107,754
V14;;744983,8438;6944177,194;744983,8694;6944177,169
V15;;744873,199;6944252,745;744873,2112;6944252,756
V16;;744961,3639;6944365,326;744961,3927;6944365,329
V17;;744895,8996;6944433,297;744895,9053;6944433,308
V18;;745027,9559;6944505,27;745027,9742;6944505,255
V19;;744947,53;6944568,044;744947,5341;6944568,059
V20;;744909,3675;6944668,253;744909,3748;6944668,278
V21;;744850,3691;6944703,999;744850,3571;6944704,026
V22;;744801,276;6944637,616;744801,2928;6944637,669
V23;;744715,7953;6944606,104;744715,8142;6944606,16
